

===== No.40 =====
(((33.0, 49.0), '+'), 'South'): 19
(((1.0, 24.0), '+'), 'North'): 11
(((19.0, 43.0), '+'), 'West'): 18
(((1.0, 38.0), '+'), 'North'): 13
(((46.0, 23.0), '+'), 'East'): 22
(((6.0, 28.0), '+'), 'North'): 15
(((10.0, 34.0), '+'), 'South'): 14
(((44.0, 25.0), '+'), 'West'): 21
(((0.0, 49.0), '+'), 'South'): 11
(((26.0, 5.0), '+'), 'North'): 9
(((7.0, 0.0), '+'), 'North'): 2
(((25.0, 5.0), '+'), 'South'): 10
(((25.0, 7.0), '+'), 'West'): 10
(((43.0, 14.0), '+'), 'West'): 20
(((36.0, 49.0), '+'), 'South'): 26
(((22.0, 10.0), '+'), 'South'): 10
(((10.0, 34.0), '+'), 'East'): 14
(((35.0, 43.0), '+'), 'North'): 21
(((19.0, 44.0), '+'), 'West'): 18
(((22.0, 1.0), '+'), 'East'): 6
(((4.0, 35.0), '+'), 'East'): 14
(((18.0, 17.0), '+'), 'South'): 15
(((33.0, 22.0), '+'), 'West'): 19
(((0.0, 43.0), '+'), 'South'): 13
(((33.0, 4.0), '+'), 'East'): 13
(((25.0, 11.0), '+'), 'West'): 12
(((39.0, 43.0), '+'), 'East'): 21
(((7.0, 13.0), '+'), 'West'): 4
(((25.0, 35.0), '+'), 'West'): 18
(((3.0, 34.0), '+'), 'North'): 13
(((12.0, 6.0), '+'), 'North'): 7
(((33.0, 42.0), '+'), 'West'): 20
(((46.0, 12.0), '+'), 'West'): 19
(((23.0, 11.0), '+'), 'East'): 10
(((20.0, 3.0), '+'), 'East'): 9
(((23.0, 23.0), '+'), 'East'): 15
(((34.0, 24.0), '+'), 'North'): 20
(((10.0, 2.0), '+'), 'North'): 3
(((8.0, 16.0), '+'), 'South'): 6
(((0.0, 24.0), '+'), 'North'): 12
(((37.0, 35.0), '+'), 'East'): 17
(((21.0, 42.0), '+'), 'West'): 19
(((25.0, 42.0), '+'), 'North'): 19
(((28.0, 31.0), '+'), 'West'): 16
(((16.0, 48.0), '+'), 'West'): 19
(((2.0, 23.0), '+'), 'West'): 12
(((20.0, 9.0), '+'), 'South'): 9
(((20.0, 10.0), '+'), 'South'): 10
(((18.0, 20.0), '+'), 'North'): 16
(((27.0, 17.0), '+'), 'North'): 16
(((2.0, 29.0), '+'), 'North'): 12
(((23.0, 3.0), '+'), 'North'): 10
(((15.0, 46.0), '+'), 'South'): 18
(((6.0, 36.0), '+'), 'North'): 14
(((10.0, 22.0), '+'), 'West'): 13
(((40.0, 16.0), '+'), 'North'): 19
(((17.0, 47.0), '+'), 'North'): 18
(((3.0, 25.0), '+'), 'West'): 13
(((9.0, 45.0), '+'), 'West'): 14
(((49.0, 46.0), '+'), 'South'): 20
(((49.0, 14.0), '+'), 'West'): 19
(((6.0, 22.0), '+'), 'North'): 13
(((8.0, 7.0), '+'), 'East'): 4
(((32.0, 11.0), '+'), 'West'): 16
(((30.0, 29.0), '+'), 'South'): 16
(((23.0, 17.0), '+'), 'West'): 15
(((0.0, 27.0), '+'), 'North'): 11
(((43.0, 6.0), '+'), 'East'): 20
(((27.0, 35.0), '+'), 'West'): 18
(((38.0, 13.0), '+'), 'East'): 19
(((6.0, 30.0), '+'), 'South'): 15
(((4.0, 20.0), '+'), 'North'): 10
(((45.0, 13.0), '+'), 'East'): 19
(((46.0, 28.0), '+'), 'West'): 21
(((16.0, 35.0), '+'), 'East'): 14
(((49.0, 43.0), '+'), 'South'): 19
(((38.0, 11.0), '+'), 'East'): 17
(((33.0, 5.0), '+'), 'East'): 12
(((2.0, 47.0), '+'), 'East'): 14
(((34.0, 45.0), '+'), 'North'): 20
(((0.0, 22.0), '+'), 'East'): 10
(((0.0, 38.0), '+'), 'South'): 13
(((6.0, 21.0), '+'), 'West'): 12
(((48.0, 32.0), '+'), 'North'): 21
(((1.0, 28.0), '+'), 'West'): 12
(((33.0, 44.0), '+'), 'East'): 20
(((3.0, 20.0), '+'), 'South'): 11
(((10.0, 44.0), '+'), 'South'): 14
(((24.0, 31.0), '+'), 'North'): 15
(((22.0, 10.0), '+'), 'North'): 10
(((43.0, 2.0), '+'), 'South'): 20
(((21.0, 11.0), '+'), 'East'): 10
(((12.0, 19.0), '+'), 'North'): 9
(((11.0, 13.0), '+'), 'East'): 5
(((24.0, 21.0), '+'), 'East'): 16
(((7.0, 42.0), '+'), 'East'): 13
(((17.0, 7.0), '+'), 'North'): 7
(((43.0, 4.0), '+'), 'East'): 19
(((31.0, 11.0), '+'), 'North'): 15
(((5.0, 1.0), '+'), 'West'): 1
(((6.0, 40.0), '+'), 'South'): 14
(((4.0, 43.0), '+'), 'South'): 16
(((30.0, 43.0), '+'), 'South'): 21
(((49.0, 29.0), '+'), 'South'): 20
(((48.0, 44.0), '+'), 'West'): 19
(((43.0, 9.0), '+'), 'South'): 19
(((9.0, 17.0), '+'), 'South'): 6
(((36.0, 9.0), '+'), 'North'): 16
(((35.0, 48.0), '-'), 'East'): 14
(((33.0, 46.0), '+'), 'North'): 21
(((28.0, 6.0), '+'), 'North'): 10
(((18.0, 40.0), '+'), 'South'): 16
(((32.0, 23.0), '+'), 'South'): 19
(((38.0, 27.0), '+'), 'South'): 21
(((44.0, 39.0), '+'), 'East'): 22
(((10.0, 37.0), '+'), 'South'): 13
(((33.0, 6.0), '+'), 'East'): 13
(((2.0, 29.0), '+'), 'East'): 13
(((37.0, 14.0), '+'), 'North'): 18
(((20.0, 30.0), '+'), 'North'): 15
(((33.0, 17.0), '+'), 'South'): 16
(((28.0, 17.0), '+'), 'East'): 15
(((42.0, 28.0), '+'), 'North'): 21
(((0.0, 6.0), '+'), 'East'): 1
(((2.0, 48.0), '+'), 'East'): 13
(((17.0, 30.0), '+'), 'South'): 16
(((14.0, 12.0), '+'), 'West'): 12
(((42.0, 24.0), '+'), 'South'): 20
(((4.0, 18.0), '+'), 'East'): 10
(((33.0, 49.0), '+'), 'East'): 20
(((48.0, 44.0), '+'), 'South'): 20
(((25.0, 48.0), '+'), 'North'): 18
(((0.0, 35.0), '+'), 'East'): 12
(((28.0, 12.0), '+'), 'South'): 14
(((2.0, 27.0), '+'), 'East'): 13
(((16.0, 0.0), '+'), 'East'): 4
(((45.0, 26.0), '+'), 'North'): 21
(((40.0, 32.0), '+'), 'West'): 22
(((24.0, 7.0), '+'), 'West'): 10
(((28.0, 7.0), '+'), 'West'): 11
(((44.0, 4.0), '+'), 'North'): 20
(((24.0, 11.0), '+'), 'East'): 10
(((28.0, 10.0), '+'), 'North'): 14
(((2.0, 40.0), '+'), 'West'): 14
(((12.0, 26.0), '+'), 'South'): 14
(((4.0, 7.0), '+'), 'South'): 4
(((34.0, 7.0), '+'), 'North'): 14
(((15.0, 48.0), '+'), 'South'): 18
(((31.0, 7.0), '+'), 'East'): 12
(((39.0, 43.0), '+'), 'North'): 22
(((40.0, 29.0), '+'), 'North'): 21
(((24.0, 21.0), '+'), 'West'): 18
(((13.0, 35.0), '+'), 'North'): 14
(((41.0, 39.0), '+'), 'South'): 22
(((31.0, 12.0), '+'), 'South'): 16
(((30.0, 8.0), '+'), 'South'): 12
(((38.0, 38.0), '+'), 'West'): 21
(((39.0, 31.0), '+'), 'West'): 22
(((3.0, 25.0), '+'), 'North'): 13
(((22.0, 21.0), '+'), 'East'): 17
(((42.0, 32.0), '+'), 'North'): 22
(((8.0, 33.0), '+'), 'West'): 14
(((11.0, 41.0), '+'), 'North'): 15
(((36.0, 32.0), '+'), 'East'): 19
(((6.0, 9.0), '+'), 'South'): 4
(((42.0, 6.0), '+'), 'South'): 18
(((13.0, 39.0), '+'), 'South'): 15
(((9.0, 6.0), '+'), 'South'): 3
(((43.0, 46.0), '+'), 'West'): 21
(((0.0, 26.0), '+'), 'South'): 13
(((38.0, 38.0), '+'), 'North'): 21
(((8.0, 46.0), '+'), 'North'): 14
(((31.0, 8.0), '+'), 'South'): 10
(((15.0, 30.0), '+'), 'West'): 14
(((1.0, 25.0), '+'), 'West'): 13
(((29.0, 27.0), '+'), 'West'): 15
(((22.0, 13.0), '+'), 'West'): 13
(((21.0, 28.0), '+'), 'North'): 15
(((37.0, 4.0), '+'), 'North'): 14
(((33.0, 22.0), '+'), 'South'): 19
(((5.0, 28.0), '-'), 'East'): 1
(((42.0, 8.0), '+'), 'East'): 19
(((28.0, 11.0), '+'), 'West'): 15
(((5.0, 9.0), '+'), 'West'): 3
(((7.0, 22.0), '+'), 'West'): 15
(((0.0, 11.0), '+'), 'East'): 4
(((8.0, 22.0), '+'), 'East'): 14
(((6.0, 18.0), '+'), 'West'): 8
(((24.0, 25.0), '+'), 'South'): 17
(((3.0, 47.0), '+'), 'West'): 14
(((6.0, 48.0), '+'), 'East'): 14
(((17.0, 36.0), '+'), 'East'): 16
(((47.0, 16.0), '+'), 'North'): 22
(((15.0, 43.0), '+'), 'East'): 16
(((45.0, 17.0), '+'), 'North'): 20
(((41.0, 24.0), '+'), 'North'): 21
(((45.0, 4.0), '+'), 'East'): 20
(((32.0, 17.0), '+'), 'East'): 17
(((41.0, 34.0), '+'), 'South'): 22
(((7.0, 16.0), '+'), 'East'): 7
(((32.0, 5.0), '+'), 'North'): 12
(((20.0, 10.0), '+'), 'North'): 11
(((21.0, 2.0), '+'), 'North'): 8
(((27.0, 19.0), '+'), 'West'): 15
(((18.0, 44.0), '+'), 'East'): 17
(((43.0, 49.0), '+'), 'East'): 21
(((43.0, 14.0), '+'), 'South'): 19
(((6.0, 49.0), '+'), 'South'): 13
(((25.0, 4.0), '+'), 'South'): 10
(((32.0, 40.0), '+'), 'North'): 20
(((10.0, 2.0), '+'), 'South'): 3
(((37.0, 38.0), '+'), 'West'): 21
(((37.0, 2.0), '+'), 'East'): 14
(((9.0, 11.0), '+'), 'East'): 15
(((22.0, 38.0), '|'), 'South'): 1
(((0.0, 30.0), '+'), 'South'): 12
(((20.0, 36.0), '+'), 'South'): 17
(((48.0, 22.0), '+'), 'East'): 22
(((23.0, 8.0), '+'), 'South'): 10
(((18.0, 41.0), '+'), 'East'): 17
(((3.0, 24.0), '+'), 'North'): 12
(((21.0, 26.0), '+'), 'West'): 15
(((2.0, 19.0), '+'), 'South'): 10
(((31.0, 20.0), '+'), 'East'): 15
(((25.0, 34.0), '+'), 'West'): 19
(((2.0, 17.0), '+'), 'East'): 8
(((37.0, 27.0), '+'), 'East'): 21
(((11.0, 43.0), '+'), 'South'): 14
(((46.0, 24.0), '+'), 'North'): 21
(((7.0, 26.0), '+'), 'West'): 17
(((12.0, 26.0), '+'), 'East'): 13
(((49.0, 12.0), '+'), 'North'): 19
(((18.0, 11.0), '+'), 'North'): 14
(((48.0, 1.0), '+'), 'East'): 19
(((4.0, 36.0), '+'), 'East'): 14
(((15.0, 4.0), '+'), 'East'): 6
(((26.0, 18.0), '+'), 'East'): 15
(((35.0, 8.0), '+'), 'West'): 14
(((10.0, 28.0), '+'), 'East'): 14
(((27.0, 10.0), '+'), 'West'): 16
(((15.0, 21.0), '+'), 'East'): 20
(((29.0, 11.0), '+'), 'South'): 15
(((21.0, 34.0), '+'), 'East'): 17
(((31.0, 0.0), '+'), 'North'): 10
(((19.0, 16.0), '+'), 'South'): 14
(((34.0, 13.0), '+'), 'South'): 16
(((27.0, 30.0), '+'), 'East'): 15
(((32.0, 25.0), '+'), 'North'): 14
(((49.0, 6.0), '+'), 'North'): 19
(((32.0, 30.0), '+'), 'West'): 17
(((1.0, 19.0), '+'), 'East'): 11
(((31.0, 33.0), '+'), 'South'): 17
(((3.0, 31.0), '+'), 'East'): 12
(((16.0, 15.0), '+'), 'West'): 16
(((27.0, 14.0), '+'), 'North'): 16
(((0.0, 40.0), '+'), 'North'): 13
(((35.0, 30.0), '+'), 'West'): 18
(((38.0, 43.0), '+'), 'South'): 21
(((36.0, 22.0), '+'), 'East'): 20
(((30.0, 7.0), '+'), 'East'): 11
(((14.0, 36.0), '+'), 'North'): 13
(((37.0, 4.0), '+'), 'South'): 15
(((18.0, 22.0), '+'), 'East'): 15
(((43.0, 36.0), '+'), 'West'): 21
(((20.0, 4.0), '+'), 'South'): 10
(((24.0, 40.0), '+'), 'North'): 18
(((10.0, 10.0), '+'), 'North'): 10
(((44.0, 5.0), '+'), 'East'): 19
(((13.0, 4.0), '+'), 'West'): 5
(((30.0, 43.0), '+'), 'North'): 20
(((24.0, 29.0), '+'), 'North'): 15
(((16.0, 3.0), '+'), 'North'): 6
(((12.0, 32.0), '+'), 'North'): 14
(((19.0, 36.0), '+'), 'South'): 16
(((9.0, 24.0), '+'), 'West'): 15
(((29.0, 32.0), '+'), 'West'): 16
(((44.0, 11.0), '+'), 'South'): 18
(((29.0, 28.0), '+'), 'West'): 16
(((16.0, 26.0), '+'), 'North'): 18
(((23.0, 10.0), '+'), 'North'): 11
(((30.0, 16.0), '+'), 'South'): 16
(((16.0, 35.0), '+'), 'South'): 15
(((10.0, 5.0), '+'), 'West'): 5
(((44.0, 30.0), '+'), 'East'): 21
(((20.0, 37.0), '+'), 'East'): 17
(((7.0, 40.0), '+'), 'East'): 14
(((11.0, 42.0), '+'), 'South'): 15
(((28.0, 41.0), '+'), 'East'): 19
(((26.0, 16.0), '+'), 'South'): 15
(((31.0, 23.0), '+'), 'North'): 18
(((1.0, 25.0), '+'), 'South'): 13
(((49.0, 22.0), '+'), 'West'): 22
(((10.0, 27.0), '+'), 'South'): 17
(((5.0, 12.0), '+'), 'North'): 5
(((45.0, 35.0), '+'), 'West'): 21
(((17.0, 22.0), '+'), 'East'): 18
(((49.0, 23.0), '+'), 'North'): 20
(((21.0, 34.0), '+'), 'South'): 17
(((44.0, 15.0), '+'), 'South'): 20
(((30.0, 15.0), '+'), 'West'): 17
(((38.0, 27.0), '+'), 'East'): 22
(((45.0, 19.0), '+'), 'North'): 19
(((42.0, 36.0), '+'), 'West'): 20
(((40.0, 25.0), '+'), 'East'): 21
(((16.0, 6.0), '+'), 'East'): 5
(((19.0, 27.0), '+'), 'West'): 18
(((24.0, 38.0), '+'), 'East'): 19
(((14.0, 40.0), '+'), 'South'): 16
(((33.0, 9.0), '+'), 'North'): 15
(((10.0, 42.0), '+'), 'South'): 14
(((17.0, 39.0), '+'), 'South'): 15
(((37.0, 23.0), '+'), 'South'): 20
(((48.0, 15.0), '+'), 'East'): 20
(((27.0, 15.0), '+'), 'West'): 16
(((8.0, 48.0), '+'), 'East'): 14
(((35.0, 32.0), '+'), 'East'): 19
(((4.0, 2.0), '+'), 'West'): 1
(((15.0, 14.0), '+'), 'East'): 14
(((43.0, 4.0), '+'), 'South'): 19
(((43.0, 38.0), '+'), 'South'): 22
(((15.0, 43.0), '+'), 'North'): 17
(((3.0, 23.0), '+'), 'North'): 12
(((44.0, 46.0), '+'), 'North'): 21
(((40.0, 45.0), '+'), 'North'): 16
(((8.0, 47.0), '+'), 'South'): 15
(((29.0, 28.0), '+'), 'East'): 15
(((19.0, 12.0), '+'), 'South'): 11
(((49.0, 46.0), '+'), 'West'): 20
(((45.0, 49.0), '+'), 'South'): 21
(((34.0, 6.0), '+'), 'North'): 14
(((22.0, 11.0), '+'), 'South'): 10
(((47.0, 29.0), '+'), 'North'): 22
(((14.0, 44.0), '+'), 'East'): 17
(((43.0, 1.0), '+'), 'East'): 18
(((11.0, 43.0), '+'), 'North'): 14
(((47.0, 30.0), '+'), 'South'): 22
(((26.0, 35.0), '+'), 'East'): 17
(((42.0, 5.0), '+'), 'North'): 19
(((16.0, 48.0), '+'), 'East'): 18
(((29.0, 49.0), '+'), 'East'): 19
(((1.0, 6.0), '+'), 'South'): 1
(((1.0, 5.0), '+'), 'West'): 1
(((6.0, 42.0), '+'), 'North'): 14
(((7.0, 17.0), '+'), 'North'): 6
(((40.0, 27.0), '+'), 'South'): 21
(((27.0, 2.0), '+'), 'West'): 9
(((41.0, 26.0), '+'), 'North'): 21
(((11.0, 47.0), '+'), 'West'): 15
(((1.0, 26.0), '+'), 'West'): 13
(((25.0, 20.0), '+'), 'West'): 17
(((6.0, 6.0), '+'), 'South'): 3
(((34.0, 23.0), '+'), 'West'): 20
(((12.0, 43.0), '+'), 'East'): 13
(((16.0, 34.0), '+'), 'South'): 14
(((21.0, 34.0), '+'), 'North'): 17
(((16.0, 19.0), '+'), 'West'): 16
(((36.0, 33.0), '+'), 'South'): 18
(((11.0, 23.0), '+'), 'North'): 13
(((35.0, 47.0), '+'), 'South'): 22
(((4.0, 2.0), '+'), 'East'): 2
(((11.0, 24.0), '+'), 'South'): 14
(((1.0, 7.0), '+'), 'South'): 1
(((1.0, 41.0), '+'), 'West'): 13
(((21.0, 31.0), '+'), 'North'): 16
(((41.0, 7.0), '+'), 'North'): 17
(((4.0, 36.0), '+'), 'North'): 14
(((16.0, 19.0), '+'), 'North'): 16
(((47.0, 31.0), '+'), 'North'): 22
(((10.0, 27.0), '+'), 'West'): 17
(((18.0, 36.0), '+'), 'West'): 16
(((9.0, 12.0), '+'), 'East'): 3
(((14.0, 28.0), '+'), 'North'): 14
(((32.0, 6.0), '+'), 'South'): 12
(((43.0, 25.0), '+'), 'West'): 21
(((3.0, 38.0), '+'), 'North'): 12
(((11.0, 19.0), '+'), 'East'): 9
(((1.0, 40.0), '+'), 'North'): 13
(((49.0, 5.0), '+'), 'North'): 19
(((40.0, 30.0), '+'), 'South'): 22
(((33.0, 48.0), '+'), 'South'): 19
(((31.0, 4.0), '+'), 'South'): 11
(((31.0, 20.0), '+'), 'North'): 14
(((26.0, 6.0), '+'), 'South'): 10
(((44.0, 33.0), '+'), 'South'): 22
(((46.0, 28.0), '+'), 'South'): 21
(((23.0, 49.0), '+'), 'East'): 16
(((21.0, 32.0), '+'), 'West'): 16
(((33.0, 5.0), '+'), 'West'): 13
(((27.0, 12.0), '+'), 'East'): 13
(((10.0, 12.0), '+'), 'East'): 1
(((20.0, 18.0), '+'), 'North'): 11
(((34.0, 14.0), '+'), 'South'): 15
(((24.0, 29.0), '+'), 'South'): 15
(((19.0, 35.0), '+'), 'East'): 16
(((12.0, 9.0), '+'), 'East'): 3
(((31.0, 40.0), '+'), 'East'): 21
(((25.0, 4.0), '+'), 'North'): 9
(((16.0, 25.0), '+'), 'North'): 19
(((27.0, 47.0), '+'), 'North'): 19
(((7.0, 15.0), '+'), 'East'): 7
(((23.0, 46.0), '+'), 'East'): 19
(((25.0, 9.0), '+'), 'North'): 11
(((41.0, 25.0), '+'), 'West'): 21
(((18.0, 43.0), '+'), 'East'): 18
(((45.0, 13.0), '+'), 'South'): 20
(((34.0, 23.0), '+'), 'North'): 20
(((6.0, 15.0), '+'), 'West'): 6
(((45.0, 4.0), '+'), 'North'): 20
(((39.0, 4.0), '+'), 'East'): 14
(((47.0, 16.0), '+'), 'East'): 21
(((25.0, 36.0), '+'), 'South'): 19
(((10.0, 32.0), '+'), 'South'): 14
(((6.0, 27.0), '+'), 'South'): 17
(((10.0, 31.0), '+'), 'South'): 13
(((6.0, 41.0), '+'), 'West'): 14
(((9.0, 45.0), '+'), 'South'): 13
(((17.0, 23.0), '+'), 'West'): 18
(((13.0, 28.0), '+'), 'North'): 12
(((30.0, 14.0), '+'), 'West'): 16
(((31.0, 2.0), '+'), 'North'): 10
(((9.0, 3.0), '+'), 'North'): 4
(((6.0, 6.0), '+'), 'North'): 4
(((16.0, 43.0), '+'), 'East'): 18
(((11.0, 41.0), '+'), 'West'): 14
(((17.0, 17.0), '+'), 'South'): 16
(((36.0, 32.0), '+'), 'North'): 19
(((35.0, 14.0), '+'), 'South'): 15
(((38.0, 15.0), '+'), 'East'): 18
(((6.0, 5.0), '+'), 'East'): 3
(((33.0, 39.0), '+'), 'East'): 21
(((6.0, 10.0), '+'), 'East'): 6
(((6.0, 17.0), '+'), 'North'): 6
(((17.0, 29.0), '+'), 'South'): 17
(((47.0, 39.0), '+'), 'South'): 23
(((41.0, 28.0), '+'), 'South'): 22
(((9.0, 17.0), '+'), 'North'): 5
(((9.0, 0.0), '+'), 'East'): 2
(((0.0, 46.0), '+'), 'South'): 14
(((2.0, 46.0), '+'), 'East'): 14
(((34.0, 5.0), '+'), 'West'): 13
(((24.0, 14.0), '+'), 'South'): 11
(((39.0, 47.0), '|'), 'North'): 2
(((20.0, 2.0), '+'), 'North'): 9
(((40.0, 17.0), '+'), 'West'): 19
(((37.0, 8.0), '+'), 'North'): 16
(((1.0, 23.0), '+'), 'North'): 10
(((40.0, 34.0), '+'), 'South'): 22
(((48.0, 20.0), '+'), 'North'): 22
(((49.0, 43.0), '+'), 'West'): 20
(((27.0, 25.0), '+'), 'West'): 16
(((11.0, 13.0), '+'), 'North'): 4
(((42.0, 28.0), '+'), 'East'): 21
(((19.0, 40.0), '+'), 'West'): 17
(((36.0, 35.0), '+'), 'West'): 18
(((41.0, 7.0), '+'), 'East'): 18
(((24.0, 44.0), '+'), 'North'): 19
(((48.0, 5.0), '+'), 'East'): 20
(((21.0, 42.0), '+'), 'South'): 17
(((24.0, 44.0), '+'), 'East'): 19
(((38.0, 35.0), '+'), 'West'): 17
(((42.0, 30.0), '+'), 'South'): 22
(((46.0, 18.0), '+'), 'West'): 21
(((20.0, 39.0), '+'), 'North'): 18
(((42.0, 7.0), '+'), 'North'): 19
(((48.0, 8.0), '+'), 'South'): 20
(((4.0, 44.0), '+'), 'West'): 17
(((5.0, 35.0), '+'), 'South'): 15
(((25.0, 35.0), '+'), 'South'): 18
(((43.0, 17.0), '+'), 'West'): 20
(((9.0, 2.0), '+'), 'North'): 4
(((9.0, 6.0), '+'), 'North'): 4
(((43.0, 20.0), '+'), 'North'): 18
(((6.0, 20.0), '+'), 'North'): 12
(((38.0, 0.0), '+'), 'North'): 14
(((43.0, 28.0), '+'), 'North'): 21
(((23.0, 44.0), '+'), 'East'): 19
(((27.0, 48.0), '+'), 'West'): 18
(((6.0, 8.0), '+'), 'West'): 4
(((46.0, 46.0), '+'), 'South'): 22
(((34.0, 22.0), '+'), 'North'): 19
(((27.0, 41.0), '+'), 'West'): 19
(((16.0, 8.0), '+'), 'East'): 6
(((8.0, 0.0), '+'), 'North'): 3
(((37.0, 31.0), '+'), 'West'): 20
(((23.0, 9.0), '+'), 'North'): 10
(((33.0, 27.0), '+'), 'South'): 15
(((24.0, 46.0), '+'), 'West'): 19
(((44.0, 32.0), '+'), 'West'): 22
(((6.0, 10.0), '+'), 'North'): 3
(((33.0, 23.0), '+'), 'East'): 20
(((7.0, 14.0), '+'), 'South'): 6
(((28.0, 20.0), '+'), 'West'): 14
(((3.0, 47.0), '+'), 'North'): 14
(((47.0, 12.0), '+'), 'North'): 19
(((27.0, 34.0), '+'), 'East'): 17
(((4.0, 35.0), '+'), 'West'): 14
(((16.0, 33.0), '+'), 'North'): 13
(((4.0, 1.0), '+'), 'East'): 1
(((11.0, 11.0), '+'), 'West'): 13
(((29.0, 0.0), '+'), 'West'): 9
(((31.0, 21.0), '+'), 'West'): 14
(((44.0, 10.0), '+'), 'East'): 19
(((36.0, 35.0), '+'), 'East'): 18
(((30.0, 4.0), '+'), 'North'): 11
(((26.0, 25.0), '+'), 'East'): 15
(((26.0, 8.0), '+'), 'West'): 12
(((8.0, 48.0), '+'), 'South'): 14
(((42.0, 47.0), '+'), 'North'): 22
(((45.0, 32.0), '+'), 'West'): 22
(((34.0, 30.0), '+'), 'West'): 18
(((20.0, 37.0), '+'), 'West'): 18
(((6.0, 22.0), '+'), 'East'): 14
(((24.0, 48.0), '+'), 'East'): 18
(((1.0, 36.0), '+'), 'East'): 13
(((24.0, 4.0), '+'), 'North'): 10
(((49.0, 13.0), '+'), 'North'): 19
(((33.0, 0.0), '+'), 'West'): 10
(((49.0, 39.0), '+'), 'West'): 22
(((5.0, 34.0), '+'), 'North'): 14
(((17.0, 25.0), '+'), 'North'): 17
(((39.0, 45.0), '+'), 'East'): 15
(((48.0, 12.0), '+'), 'East'): 19
(((29.0, 35.0), '+'), 'West'): 18
(((1.0, 34.0), '+'), 'West'): 12
(((46.0, 17.0), '+'), 'West'): 21
(((14.0, 33.0), '+'), 'South'): 14
(((3.0, 29.0), '+'), 'West'): 12
(((46.0, 10.0), '+'), 'South'): 19
(((27.0, 19.0), '+'), 'South'): 15
(((33.0, 16.0), '+'), 'East'): 16
(((27.0, 43.0), '+'), 'South'): 19
(((16.0, 13.0), '+'), 'East'): 12
(((44.0, 49.0), '+'), 'West'): 21
(((14.0, 7.0), '+'), 'North'): 7
(((25.0, 8.0), '+'), 'East'): 10
(((31.0, 26.0), '+'), 'North'): 15
(((41.0, 45.0), '+'), 'West'): 17
(((25.0, 30.0), '+'), 'West'): 15
(((11.0, 29.0), '+'), 'West'): 15
(((29.0, 46.0), '+'), 'East'): 19
(((25.0, 5.0), '+'), 'West'): 9
(((38.0, 8.0), '+'), 'South'): 16
(((41.0, 19.0), '+'), 'East'): 17
(((24.0, 47.0), '+'), 'South'): 18
(((5.0, 25.0), '+'), 'West'): 14
(((34.0, 23.0), '+'), 'South'): 20
(((25.0, 49.0), '+'), 'West'): 18
(((31.0, 37.0), '+'), 'South'): 18
(((11.0, 3.0), '+'), 'West'): 4
(((29.0, 17.0), '+'), 'North'): 16
(((7.0, 30.0), '+'), 'East'): 14
(((4.0, 1.0), '+'), 'South'): 1
(((32.0, 18.0), '+'), 'East'): 16
(((46.0, 13.0), '+'), 'East'): 19
(((36.0, 46.0), '+'), 'South'): 22
(((32.0, 11.0), '+'), 'North'): 16
(((45.0, 45.0), '+'), 'East'): 22
(((33.0, 30.0), '+'), 'South'): 17
(((0.0, 48.0), '+'), 'North'): 11
(((30.0, 36.0), '+'), 'West'): 18
(((8.0, 21.0), '+'), 'South'): 15
(((45.0, 48.0), '+'), 'North'): 21
(((48.0, 12.0), '+'), 'West'): 19
(((41.0, 20.0), '+'), 'West'): 18
(((1.0, 5.0), '+'), 'East'): 2
(((11.0, 36.0), '+'), 'West'): 14
(((30.0, 8.0), '+'), 'West'): 12
(((22.0, 20.0), '+'), 'North'): 19
(((30.0, 39.0), '+'), 'South'): 16
(((6.0, 12.0), '+'), 'North'): 4
(((44.0, 10.0), '+'), 'South'): 19
(((19.0, 42.0), '+'), 'North'): 17
(((49.0, 34.0), '+'), 'West'): 21
(((3.0, 38.0), '+'), 'East'): 15
(((13.0, 5.0), '+'), 'West'): 6
(((28.0, 34.0), '+'), 'South'): 17
(((16.0, 16.0), '+'), 'East'): 14
(((7.0, 8.0), '+'), 'North'): 5
(((24.0, 3.0), '+'), 'West'): 10
(((19.0, 16.0), '+'), 'East'): 13
(((40.0, 22.0), '+'), 'East'): 20
(((18.0, 6.0), '+'), 'West'): 10
(((32.0, 29.0), '+'), 'North'): 16
(((17.0, 16.0), '+'), 'North'): 14
(((42.0, 33.0), '+'), 'East'): 21
(((11.0, 37.0), '+'), 'East'): 13
(((6.0, 4.0), '+'), 'East'): 2
(((9.0, 46.0), '+'), 'North'): 13
(((42.0, 30.0), '+'), 'East'): 21
(((28.0, 46.0), '+'), 'North'): 19
(((11.0, 6.0), '+'), 'South'): 6
(((7.0, 46.0), '+'), 'East'): 14
(((38.0, 30.0), '+'), 'South'): 20
(((26.0, 10.0), '+'), 'West'): 15
(((4.0, 41.0), '+'), 'North'): 15
(((41.0, 8.0), '+'), 'South'): 18
(((15.0, 39.0), '+'), 'West'): 16
(((28.0, 23.0), '-'), 'West'): 1
(((1.0, 27.0), '+'), 'East'): 12
(((46.0, 36.0), '+'), 'West'): 20
(((47.0, 34.0), '+'), 'West'): 21
(((24.0, 5.0), '+'), 'East'): 9
(((14.0, 44.0), '+'), 'North'): 16
(((16.0, 2.0), '+'), 'South'): 4
(((5.0, 48.0), '+'), 'South'): 12
(((37.0, 35.0), '+'), 'West'): 18
(((3.0, 7.0), '+'), 'East'): 4
(((34.0, 39.0), '+'), 'West'): 21
